Image,Avg. Confidence,Response Time(s),CPU Consumption(%),Detection boxes
000000492686.jpg, 0.538687, 0.12253, 47.3, 4
000000337679.jpg, 0.528393, 0.13877, 47.8, 5
000000551920.jpg, 0.584273, 0.12502, 48.5, 10
000000412964.jpg, 0.760346, 0.11895, 44.6, 3
000000026568.jpg, 0.619697, 0.16074, 50.2, 15
000000451596.jpg, 0.779559, 0.12553, 43.3, 9
000000307382.jpg, 0.287569, 0.12283, 44.1, 2
000000499312.jpg, 0.933550, 0.14699, 46.2, 1
000000456386.jpg, 0.483068, 0.12516, 44.7, 6
000000551139.jpg, 0.482575, 0.09803, 47.3, 18
000000137298.jpg, 0.787656, 0.10337, 47.4, 4
000000355631.jpg, 0.609182, 0.12678, 46.6, 7
000000382455.jpg, 0.870001, 0.11218, 44.3, 2
000000250861.jpg, 0.535659, 0.12409, 47.8, 10
000000027218.jpg, 0.685959, 0.11720, 42.1, 3
000000557511.jpg, 0.868103, 0.12231, 47.0, 2
000000002519.jpg, 0.591462, 0.11710, 45.2, 10
000000055935.jpg, 0.834257, 0.11467, 48.7, 2
000000168636.jpg, 0.657565, 0.11578, 47.9, 25
000000225724.jpg, 0.935018, 0.11842, 47.0, 2
000000046931.jpg, 0.557441, 0.12547, 44.9, 13
000000567160.jpg, 0.760524, 0.12104, 44.6, 11
000000492998.jpg, 0.591346, 0.11369, 48.1, 7
000000024180.jpg, 0.587948, 0.12349, 43.4, 7
000000451752.jpg, 0.553102, 0.11525, 45.3, 6
000000286687.jpg, 0.463070, 0.10855, 47.5, 1
000000359328.jpg, 0.625796, 0.12326, 48.5, 19
000000138994.jpg, 0.703720, 0.12183, 47.0, 3
000000474841.jpg, 0.605072, 0.12258, 47.8, 41
000000268139.jpg, 0.734066, 0.11372, 48.1, 2
000000029332.jpg, 0.465976, 0.11549, 46.5, 17
000000072779.jpg, 0.841853, 0.12392, 44.8, 2
000000353192.jpg, 0.597734, 0.10177, 41.1, 10
000000177647.jpg, 0.658607, 0.11886, 44.7, 3
000000165717.jpg, 0.918304, 0.12151, 44.9, 2
000000178515.jpg, 0.658487, 0.11679, 43.7, 28
000000492743.jpg, 0.566124, 0.11675, 46.2, 3
000000199101.jpg, 0.851106, 0.11346, 44.6, 2
000000227513.jpg, 0.496039, 0.12398, 46.7, 10
000000012164.jpg, 0.663048, 0.12309, 45.5, 5
000000140014.jpg, 0.655302, 0.11737, 43.6, 34
000000454228.jpg, 0.772436, 0.11612, 44.1, 4
000000365585.jpg, 0.808355, 0.12479, 45.8, 4
000000175108.jpg, 0.462208, 0.11529, 48.1, 13
000000160979.jpg, 0.619149, 0.14829, 45.0, 16
000000139316.jpg, 0.583023, 0.10758, 50.3, 24
000000126143.jpg, 0.569316, 0.10265, 49.1, 6
000000426192.jpg, 0.501726, 0.12298, 47.5, 27
000000018234.jpg, 0.727674, 0.11518, 43.3, 3
000000286881.jpg, 0.532909, 0.12454, 42.8, 8
000000218408.jpg, 0.510891, 0.12401, 45.7, 3
000000531630.jpg, 0.586777, 0.11851, 47.2, 34
000000540002.jpg, 0.637070, 0.16116, 45.6, 6
000000363518.jpg, 0.715957, 0.11651, 45.2, 4
000000087412.jpg, 0.849090, 0.12142, 49.5, 3
000000373665.jpg, 0.515022, 0.12276, 50.0, 3
000000090601.jpg, 0.539226, 0.12454, 47.8, 4
000000501109.jpg, 0.790953, 0.11777, 47.4, 3
000000401415.jpg, 0.740572, 0.11651, 45.5, 2
000000078022.jpg, 0.585513, 0.12242, 47.4, 23
000000296160.jpg, 0.661817, 0.11824, 46.2, 3
000000161946.jpg, 0.693428, 0.12024, 45.6, 15
000000534197.jpg, 0.519673, 0.11663, 49.7, 10
000000247064.jpg, 0.618706, 0.12123, 47.4, 28
000000100185.jpg, 0.931469, 0.12416, 48.6, 2
000000259949.jpg, 0.796980, 0.10579, 43.8, 2
000000251099.jpg, 0.664701, 0.10969, 43.4, 3
000000501749.jpg, 0.592042, 0.11342, 49.2, 2
000000101154.jpg, 0.613191, 0.12108, 49.5, 3
000000433057.jpg, 0.605755, 0.10106, 45.6, 11
000000054576.jpg, 0.550670, 0.11854, 46.1, 17
000000144030.jpg, 0.956000, 0.12296, 47.5, 1
000000254531.jpg, 0.616910, 0.11555, 48.2, 3
000000408793.jpg, 0.503194, 0.12663, 43.7, 13
000000556358.jpg, 0.600556, 0.10145, 44.2, 21
000000224760.jpg, 0.274548, 0.10157, 46.6, 2
000000262871.jpg, 0.653802, 0.11744, 44.6, 3
000000464220.jpg, 0.827513, 0.11877, 39.4, 5
000000039461.jpg, 0.801860, 0.12169, 49.0, 7
000000261209.jpg, 0.510795, 0.11594, 43.4, 29
000000132879.jpg, 0.834650, 0.13106, 45.9, 4
000000102535.jpg, 0.937568, 0.10812, 47.1, 1
000000157145.jpg, 0.589124, 0.11704, 46.8, 15
000000190209.jpg, 0.587676, 0.10691, 42.8, 25
000000296494.jpg, 0.831984, 0.16424, 44.4, 2
000000452163.jpg, 0.674036, 0.11828, 46.7, 8
000000177587.jpg, 0.613013, 0.11790, 41.8, 14
000000477338.jpg, 0.828727, 0.12259, 47.7, 2
000000382560.jpg, 0.421852, 0.11439, 47.8, 15
000000251022.jpg, 0.612064, 0.12298, 45.3, 16
000000555783.jpg, 0.629951, 0.13195, 46.2, 1
000000277402.jpg, 0.634660, 0.11245, 47.8, 4
000000323989.jpg, 0.688030, 0.11910, 43.2, 4
000000142929.jpg, 0.478140, 0.12117, 45.7, 6
000000128465.jpg, 0.578548, 0.16197, 44.6, 17
000000204985.jpg, 0.431776, 0.12933, 45.1, 23
000000491946.jpg, 0.732876, 0.12255, 46.1, 3
000000410434.jpg, 0.911277, 0.11629, 41.7, 1
000000533565.jpg, 0.642168, 0.12391, 47.0, 6
000000104709.jpg, 0.761422, 0.12203, 47.7, 7
000000436731.jpg, 0.522386, 0.11651, 48.5, 2
000000412132.jpg, 0.884654, 0.10251, 47.1, 3
000000509716.jpg, 0.536233, 0.11502, 45.1, 9
000000109581.jpg, 0.589993, 0.11365, 45.5, 2
000000064717.jpg, 0.567001, 0.13156, 47.7, 6
000000362854.jpg, 0.648869, 0.12156, 47.4, 9
000000173855.jpg, 0.588637, 0.11109, 49.7, 6
000000567291.jpg, 0.564407, 0.11588, 42.3, 4
000000377824.jpg, 0.516708, 0.12517, 42.5, 29
000000513920.jpg, 0.693748, 0.11698, 43.1, 2
000000136419.jpg, 0.662806, 0.11925, 43.2, 18
000000249405.jpg, 0.401624, 0.15882, 46.6, 2
000000566868.jpg, 0.788227, 0.12364, 46.8, 7
000000075681.jpg, 0.914717, 0.11758, 45.2, 3
000000386183.jpg, 0.658512, 0.11301, 48.9, 10
000000363864.jpg, 0.583034, 0.11688, 45.0, 32
000000559822.jpg, 0.687655, 0.12374, 47.0, 12
000000445331.jpg, 0.668545, 0.12238, 48.7, 1
000000112308.jpg, 0.612593, 0.15974, 44.4, 30
000000373195.jpg, 0.865109, 0.11707, 43.0, 3
000000372232.jpg, 0.575660, 0.09978, 48.2, 20
000000163530.jpg, 0.662915, 0.13130, 46.4, 2
000000250220.jpg, 0.435590, 0.11288, 48.1, 1
000000078277.jpg, 0.444659, 0.13037, 46.4, 2
000000529869.jpg, 0.555923, 0.11488, 46.2, 3
000000431042.jpg, 0.518868, 0.11549, 41.0, 15
000000062010.jpg, 0.507195, 0.12302, 49.0, 3
000000188728.jpg, 0.531410, 0.12371, 43.2, 3
000000466655.jpg, 0.739305, 0.12293, 49.0, 4
000000255360.jpg, 0.522998, 0.11808, 42.0, 44
000000019163.jpg, 0.632310, 0.12438, 44.4, 7
000000040095.jpg, 0.691034, 0.11702, 46.0, 3
000000508137.jpg, 0.532165, 0.12332, 47.3, 8
000000465939.jpg, 0.801542, 0.12112, 43.3, 3
000000540484.jpg, 0.580948, 0.12576, 47.3, 19
000000501407.jpg, 0.554573, 0.11902, 46.1, 27
000000555834.jpg, 0.635948, 0.11561, 47.3, 3
000000286989.jpg, 0.882914, 0.10168, 43.8, 1
000000451936.jpg, 0.804008, 0.12684, 44.0, 3
000000453807.jpg, 0.593489, 0.11579, 49.0, 13
000000280748.jpg, 0.738138, 0.12406, 45.8, 8
000000256770.jpg, 0.695552, 0.12057, 50.0, 6
000000435978.jpg, 0.749059, 0.12757, 41.2, 4
000000283519.jpg, 0.876343, 0.09952, 44.4, 2
000000382732.jpg, 0.595315, 0.12233, 46.4, 2
000000428509.jpg, 0.650441, 0.16441, 47.5, 4
000000182695.jpg, 0.431929, 0.12116, 45.7, 2
000000096128.jpg, 0.585494, 0.12205, 45.3, 16
000000127521.jpg, 0.759121, 0.12137, 45.2, 10
000000170598.jpg, 0.702169, 0.11460, 45.3, 3
000000116283.jpg, 0.303478, 0.11761, 43.5, 1
000000275132.jpg, 0.487630, 0.11283, 46.4, 3
000000137726.jpg, 0.657923, 0.12388, 42.2, 14
000000009224.jpg, 0.534750, 0.12448, 45.5, 11
000000299591.jpg, 0.493278, 0.11743, 49.2, 10
000000477008.jpg, 0.494507, 0.11960, 45.4, 32
000000131048.jpg, 0.672570, 0.11705, 46.0, 29
000000230107.jpg, 0.000000, 0.12477, 45.5, 0
000000076188.jpg, 0.649870, 0.11983, 51.5, 2
000000529747.jpg, 0.629361, 0.12254, 43.8, 2
000000457747.jpg, 0.721041, 0.11752, 40.7, 7
000000498361.jpg, 0.888657, 0.13621, 47.9, 2
000000202614.jpg, 0.671173, 0.12915, 44.2, 4
000000406787.jpg, 0.900292, 0.12501, 41.2, 3
000000017074.jpg, 0.591746, 0.12329, 44.9, 1
000000195655.jpg, 0.841370, 0.10508, 42.1, 1
000000403869.jpg, 0.642531, 0.12589, 43.9, 5
000000285043.jpg, 0.392216, 0.12444, 45.3, 15
000000353599.jpg, 0.911979, 0.11529, 47.3, 6
000000351730.jpg, 0.633177, 0.10035, 47.2, 3
000000477879.jpg, 0.461948, 0.12192, 45.3, 4
000000125329.jpg, 0.610163, 0.12073, 47.7, 2
000000465100.jpg, 0.614596, 0.11577, 50.0, 10
000000428927.jpg, 0.525567, 0.12375, 49.0, 21
000000226684.jpg, 0.716667, 0.10923, 46.1, 15
000000026022.jpg, 0.817169, 0.11900, 47.0, 8
000000351960.jpg, 0.746499, 0.12504, 46.2, 11
000000314314.jpg, 0.606239, 0.12001, 49.3, 2
000000365395.jpg, 0.772267, 0.12057, 38.3, 4
000000262825.jpg, 0.911589, 0.11881, 45.5, 1
000000195354.jpg, 0.626547, 0.11885, 38.5, 22
000000246529.jpg, 0.490333, 0.16317, 46.2, 8
000000090407.jpg, 0.725001, 0.11343, 50.0, 2
000000120116.jpg, 0.524638, 0.11557, 44.6, 17
000000445910.jpg, 0.511422, 0.12465, 45.2, 7
000000377130.jpg, 0.579869, 0.12345, 43.6, 10
000000196154.jpg, 0.549134, 0.11339, 46.6, 9
000000053105.jpg, 0.534589, 0.12649, 43.2, 1
000000492635.jpg, 0.619038, 0.11753, 44.8, 13
000000451296.jpg, 0.625091, 0.12405, 44.9, 8
000000455471.jpg, 0.539356, 0.12511, 41.1, 11
000000317692.jpg, 0.000000, 0.12460, 41.2, 0
000000188913.jpg, 0.515982, 0.12187, 47.7, 9
000000215369.jpg, 0.572876, 0.10998, 45.4, 16
000000499792.jpg, 0.681034, 0.11712, 47.2, 11
000000519261.jpg, 0.574386, 0.10629, 44.0, 19
000000274214.jpg, 0.616345, 0.12094, 50.7, 5
000000306405.jpg, 0.566875, 0.12632, 43.2, 5
000000288050.jpg, 0.573104, 0.11982, 46.4, 13
000000379113.jpg, 0.568397, 0.12406, 47.1, 8
000000099262.jpg, 0.848798, 0.12061, 46.1, 2
000000369743.jpg, 0.454038, 0.11511, 46.4, 5
000000276269.jpg, 0.482728, 0.12443, 46.5, 27
000000441859.jpg, 0.685134, 0.10227, 45.7, 7
000000149795.jpg, 0.943569, 0.13272, 46.9, 1
000000123200.jpg, 0.425281, 0.12332, 43.5, 5
000000072665.jpg, 0.730197, 0.11941, 42.9, 2
000000363235.jpg, 0.777907, 0.16899, 44.2, 2
000000251421.jpg, 0.477021, 0.11629, 48.5, 3
000000355083.jpg, 0.933444, 0.11759, 49.3, 2
000000285427.jpg, 0.727836, 0.12365, 50.7, 8
000000325249.jpg, 0.900476, 0.12413, 47.1, 2
000000503256.jpg, 0.615878, 0.16220, 45.6, 10
000000073750.jpg, 0.574884, 0.11604, 47.6, 7
000000214756.jpg, 0.681972, 0.15546, 46.2, 14
000000198077.jpg, 0.669202, 0.10880, 47.4, 5
000000312039.jpg, 0.638268, 0.13355, 45.6, 5
000000037269.jpg, 0.398973, 0.12324, 47.0, 9
000000399233.jpg, 0.546308, 0.11624, 41.4, 10
000000051336.jpg, 0.726423, 0.13961, 48.0, 5
000000181487.jpg, 0.494119, 0.12059, 46.6, 10
000000373028.jpg, 0.593080, 0.11567, 48.2, 2
000000412766.jpg, 0.769723, 0.11234, 42.0, 2
000000383170.jpg, 0.773953, 0.12565, 44.9, 2
000000132995.jpg, 0.885195, 0.11848, 43.1, 2
000000293398.jpg, 0.513396, 0.11435, 49.7, 10
000000508570.jpg, 0.000000, 0.11613, 48.2, 0
000000301217.jpg, 0.625420, 0.11674, 44.4, 9
000000054937.jpg, 0.760777, 0.12362, 44.5, 3
000000294522.jpg, 0.887603, 0.11738, 43.5, 1
000000150066.jpg, 0.558897, 0.11989, 42.1, 5
000000447887.jpg, 0.841099, 0.12643, 42.1, 2
000000325772.jpg, 0.419648, 0.12454, 42.0, 5
000000050498.jpg, 0.662735, 0.11568, 41.9, 3
000000353074.jpg, 0.536102, 0.11892, 47.2, 13
000000101779.jpg, 0.581264, 0.09954, 41.4, 17
000000379866.jpg, 0.819721, 0.11751, 44.3, 2
000000328244.jpg, 0.734028, 0.12351, 45.5, 12
000000193198.jpg, 0.602021, 0.12268, 44.1, 17
000000312145.jpg, 0.734246, 0.11109, 52.8, 4
000000359026.jpg, 0.503239, 0.12334, 47.3, 3
000000140795.jpg, 0.671485, 0.12359, 41.5, 11
000000027741.jpg, 0.726995, 0.11574, 43.5, 5
000000367894.jpg, 0.574664, 0.11692, 46.0, 45
000000222433.jpg, 0.551613, 0.12334, 49.8, 10
000000058334.jpg, 0.672173, 0.11465, 45.8, 4
000000029665.jpg, 0.509027, 0.10193, 41.1, 5
000000425457.jpg, 0.907735, 0.12469, 46.7, 1
000000470084.jpg, 0.916228, 0.12677, 43.7, 3
000000315194.jpg, 0.566366, 0.11330, 47.8, 4
000000236235.jpg, 0.574115, 0.11462, 45.4, 2
000000306675.jpg, 0.400753, 0.12231, 47.0, 1
000000457238.jpg, 0.750640, 0.11788, 45.9, 2
000000252777.jpg, 0.908231, 0.12240, 47.2, 1
000000364724.jpg, 0.741112, 0.12112, 49.8, 3
000000007715.jpg, 0.625165, 0.11805, 45.0, 3
000000178282.jpg, 0.649833, 0.11432, 50.3, 6
000000374528.jpg, 0.626210, 0.11578, 45.0, 11
000000243454.jpg, 0.651002, 0.11473, 48.1, 3
000000505499.jpg, 0.866038, 0.11488, 47.9, 6
000000098108.jpg, 0.750108, 0.13002, 45.0, 6
000000397886.jpg, 0.478952, 0.14652, 46.0, 7
000000316986.jpg, 0.612775, 0.12096, 44.8, 8
000000474165.jpg, 0.866412, 0.12054, 45.4, 2
000000468325.jpg, 0.841396, 0.11637, 44.6, 2
000000133430.jpg, 0.613684, 0.11305, 47.2, 1
000000006984.jpg, 0.646981, 0.11469, 48.7, 8
000000392044.jpg, 0.753254, 0.12861, 45.8, 2
000000250098.jpg, 0.714141, 0.14253, 46.8, 3
000000204756.jpg, 0.443135, 0.11662, 41.4, 6
000000234773.jpg, 0.545590, 0.11600, 42.8, 1
000000508942.jpg, 0.687611, 0.12136, 48.2, 7
000000534199.jpg, 0.890717, 0.12668, 46.0, 2
000000372131.jpg, 0.567970, 0.12542, 46.4, 26
000000376823.jpg, 0.899119, 0.12661, 45.4, 1
000000134504.jpg, 0.558721, 0.12051, 49.5, 3
000000313690.jpg, 0.818857, 0.15998, 49.2, 3
000000444721.jpg, 0.379164, 0.13130, 45.9, 18
000000383000.jpg, 0.826753, 0.15877, 50.0, 5
000000362631.jpg, 0.884677, 0.12318, 45.6, 2
000000105503.jpg, 0.565416, 0.12088, 50.0, 29
000000448213.jpg, 0.755167, 0.12517, 45.4, 10
000000175869.jpg, 0.608680, 0.11932, 45.0, 6
000000421441.jpg, 0.816907, 0.12220, 46.9, 3
000000425684.jpg, 0.739180, 0.11474, 46.2, 2
000000455851.jpg, 0.634682, 0.11635, 42.5, 16
000000069606.jpg, 0.606728, 0.11604, 46.2, 4
000000515584.jpg, 0.859879, 0.12194, 43.2, 1
000000023704.jpg, 0.623945, 0.11719, 43.8, 4
000000514963.jpg, 0.615556, 0.11673, 46.1, 8
000000374236.jpg, 0.612011, 0.11957, 42.3, 2
000000052681.jpg, 0.763673, 0.09361, 50.0, 10
000000095718.jpg, 0.592111, 0.15405, 47.1, 3
000000053659.jpg, 0.716732, 0.12066, 45.4, 1
000000453983.jpg, 0.636056, 0.12380, 47.8, 3
000000308833.jpg, 0.644945, 0.12212, 46.0, 4
000000252725.jpg, 0.878295, 0.12054, 48.0, 2
000000471657.jpg, 0.840193, 0.09400, 41.0, 2
000000424280.jpg, 0.000000, 0.11589, 45.1, 0
000000510575.jpg, 0.900088, 0.11759, 51.7, 2
000000191959.jpg, 0.715811, 0.12482, 42.9, 3
000000267412.jpg, 0.661092, 0.12353, 45.4, 19
000000303278.jpg, 0.548571, 0.11984, 46.8, 4
000000531740.jpg, 0.527669, 0.11592, 43.8, 8
000000475573.jpg, 0.786188, 0.11671, 43.9, 1
000000390139.jpg, 0.835937, 0.11978, 50.3, 1
000000402832.jpg, 0.738453, 0.12202, 40.0, 12
000000446875.jpg, 0.505061, 0.11746, 41.5, 8
000000545855.jpg, 0.753631, 0.11298, 50.0, 4
000000380113.jpg, 0.708008, 0.11540, 47.1, 11
000000292561.jpg, 0.823845, 0.12266, 48.5, 2
000000010500.jpg, 0.573097, 0.13353, 48.8, 8
000000014350.jpg, 0.701580, 0.09497, 45.8, 6
000000459300.jpg, 0.540947, 0.13874, 47.1, 1
000000443295.jpg, 0.659922, 0.12238, 48.8, 3
000000012405.jpg, 0.706944, 0.11432, 45.9, 6
000000578313.jpg, 0.586658, 0.12301, 48.3, 15
000000213345.jpg, 0.808773, 0.12025, 47.1, 6
000000339888.jpg, 0.847887, 0.12754, 43.6, 1
000000460581.jpg, 0.633152, 0.11893, 44.8, 5
000000392812.jpg, 0.411656, 0.11380, 47.3, 7
000000331365.jpg, 0.531189, 0.12065, 49.5, 4
000000572677.jpg, 0.556875, 0.12321, 45.4, 7
000000566431.jpg, 0.653879, 0.12336, 44.1, 8
000000321523.jpg, 0.831289, 0.11544, 46.5, 5
000000152671.jpg, 0.782101, 0.12012, 50.7, 2
000000539585.jpg, 0.527785, 0.16166, 45.9, 10
000000568445.jpg, 0.626590, 0.12376, 43.4, 9
000000452617.jpg, 0.736127, 0.12325, 46.5, 12
000000210805.jpg, 0.879792, 0.11345, 49.7, 2
000000393307.jpg, 0.538614, 0.11826, 42.6, 2
000000089153.jpg, 0.780158, 0.11588, 47.0, 8
000000477369.jpg, 0.469934, 0.12454, 45.6, 18
000000045736.jpg, 0.684255, 0.15975, 47.7, 2
000000225116.jpg, 0.783275, 0.11586, 43.5, 5
000000370575.jpg, 0.286677, 0.12267, 43.5, 1
000000253923.jpg, 0.634242, 0.12188, 50.0, 7
000000382819.jpg, 0.504790, 0.11733, 43.9, 5
000000456040.jpg, 0.555177, 0.11422, 48.9, 12
000000523301.jpg, 0.782557, 0.11534, 47.6, 10
000000527280.jpg, 0.656779, 0.11681, 49.0, 4
000000163265.jpg, 0.726317, 0.12176, 47.8, 4
000000282312.jpg, 0.490744, 0.12271, 45.7, 6
000000184653.jpg, 0.878193, 0.11554, 43.7, 4
000000389852.jpg, 0.581271, 0.11529, 45.1, 29
000000472190.jpg, 0.854341, 0.12137, 45.8, 2
000000480165.jpg, 0.834235, 0.11435, 47.9, 3
000000538767.jpg, 0.542954, 0.11478, 50.8, 18
000000325813.jpg, 0.496091, 0.09566, 48.5, 9
000000212724.jpg, 0.668250, 0.11565, 41.9, 11
000000392036.jpg, 0.466443, 0.11589, 44.0, 1
000000366758.jpg, 0.530623, 0.11538, 45.5, 32
000000533736.jpg, 0.633865, 0.11931, 42.9, 3
000000501921.jpg, 0.761951, 0.14570, 45.2, 4
000000261623.jpg, 0.860703, 0.11612, 45.1, 1
000000522141.jpg, 0.880212, 0.11664, 44.8, 3
000000549466.jpg, 0.602424, 0.11936, 43.1, 10
000000518436.jpg, 0.530623, 0.11880, 44.0, 5
000000024226.jpg, 0.449135, 0.09975, 46.2, 4
000000518174.jpg, 0.504684, 0.12650, 46.6, 8
000000226394.jpg, 0.573448, 0.12371, 50.5, 12
000000018865.jpg, 0.637602, 0.10406, 47.1, 3
000000302557.jpg, 0.864998, 0.12459, 49.3, 6
000000364595.jpg, 0.572623, 0.12275, 49.5, 19
000000212172.jpg, 0.000000, 0.11568, 45.7, 0
000000501985.jpg, 0.708414, 0.10844, 43.0, 3
000000286399.jpg, 0.744100, 0.11697, 43.5, 4
000000021505.jpg, 0.441573, 0.10052, 47.6, 4
000000054767.jpg, 0.923961, 0.12157, 49.0, 1
000000230531.jpg, 0.759637, 0.10831, 45.3, 4
000000544669.jpg, 0.907346, 0.11539, 46.0, 2
000000075796.jpg, 0.521511, 0.10673, 44.4, 8
000000432132.jpg, 0.922225, 0.11751, 47.7, 2
000000035531.jpg, 0.663301, 0.11552, 45.1, 8
000000538598.jpg, 0.721911, 0.11412, 48.4, 7
000000106578.jpg, 0.772502, 0.11678, 48.7, 1
000000563294.jpg, 0.717701, 0.12473, 41.6, 8
000000154788.jpg, 0.431856, 0.12219, 43.3, 3
000000540771.jpg, 0.612258, 0.12483, 40.1, 3
000000028308.jpg, 0.608327, 0.12265, 49.0, 8
000000105227.jpg, 0.541086, 0.09941, 43.9, 2
000000311150.jpg, 0.676293, 0.09854, 44.8, 5
000000359920.jpg, 0.647592, 0.09929, 44.3, 6
000000505832.jpg, 0.872667, 0.11479, 49.2, 1
000000434826.jpg, 0.464391, 0.09691, 48.1, 3
000000452206.jpg, 0.735114, 0.13862, 42.9, 16
000000505654.jpg, 0.762913, 0.12022, 46.4, 10
000000262520.jpg, 0.342355, 0.16182, 42.1, 2
000000280116.jpg, 0.629162, 0.10692, 46.1, 11
000000306293.jpg, 0.605569, 0.11374, 45.5, 17
000000030366.jpg, 0.780594, 0.15119, 48.5, 1
000000511540.jpg, 0.463190, 0.11492, 42.3, 4
000000549853.jpg, 0.908208, 0.12686, 44.0, 1
000000315898.jpg, 0.721530, 0.11943, 44.9, 3
000000351015.jpg, 0.616428, 0.12404, 44.7, 5
000000207864.jpg, 0.763422, 0.11369, 46.9, 3
000000429272.jpg, 0.903582, 0.11534, 49.2, 2
000000383030.jpg, 0.570406, 0.11593, 45.5, 3
000000391282.jpg, 0.917840, 0.12438, 47.3, 3
000000355199.jpg, 0.355859, 0.11537, 44.2, 10
000000492856.jpg, 0.762803, 0.08095, 45.9, 7
000000559851.jpg, 0.822273, 0.12270, 50.2, 3
000000442805.jpg, 0.538603, 0.11473, 47.0, 2
000000101153.jpg, 0.471844, 0.13040, 47.6, 10
000000538390.jpg, 0.590942, 0.11433, 49.7, 1
000000155614.jpg, 0.522778, 0.11858, 42.2, 12
000000112038.jpg, 0.697536, 0.14234, 49.1, 2
000000150540.jpg, 0.541649, 0.13388, 45.1, 2
000000152481.jpg, 0.445830, 0.11740, 47.7, 35
000000423135.jpg, 0.708797, 0.12137, 41.2, 7
000000383193.jpg, 0.862128, 0.11597, 45.9, 1
000000104341.jpg, 0.614684, 0.11843, 42.7, 25
000000167788.jpg, 0.714261, 0.13051, 42.9, 6
000000226288.jpg, 0.701766, 0.12421, 45.2, 3
000000400452.jpg, 0.612231, 0.11706, 45.8, 2
000000297717.jpg, 0.549337, 0.12402, 44.9, 5
000000255918.jpg, 0.945240, 0.11750, 47.4, 2
000000388349.jpg, 0.644606, 0.12260, 47.2, 2
000000113754.jpg, 0.445091, 0.11684, 44.4, 2
000000134773.jpg, 0.914474, 0.11740, 45.2, 1
000000409795.jpg, 0.566436, 0.10331, 39.7, 17
000000107984.jpg, 0.740133, 0.11679, 47.7, 4
000000546501.jpg, 0.505127, 0.16255, 45.1, 2
000000504640.jpg, 0.495617, 0.12410, 46.5, 9
000000555644.jpg, 0.682143, 0.12595, 43.4, 13
000000574582.jpg, 0.725498, 0.12138, 46.9, 5
000000258801.jpg, 0.482019, 0.15874, 49.0, 12
000000464344.jpg, 0.449359, 0.12323, 50.7, 5
000000398241.jpg, 0.590382, 0.12085, 50.2, 4
000000322663.jpg, 0.945510, 0.12429, 44.3, 1
000000272990.jpg, 0.789629, 0.09353, 47.4, 6
000000381451.jpg, 0.748679, 0.11854, 47.2, 3
000000066089.jpg, 0.856791, 0.11664, 48.2, 2
000000136856.jpg, 0.936610, 0.11623, 47.4, 2
000000188337.jpg, 0.871543, 0.12427, 43.6, 4
000000419651.jpg, 0.453962, 0.11506, 41.9, 4
000000370508.jpg, 0.751485, 0.13965, 48.0, 3
000000499769.jpg, 0.750721, 0.11742, 42.0, 1
000000470730.jpg, 0.575847, 0.11791, 46.6, 9
000000024868.jpg, 0.422204, 0.12341, 46.8, 9
000000433314.jpg, 0.643825, 0.12317, 45.7, 14
000000280327.jpg, 0.753104, 0.12354, 47.0, 3
000000467316.jpg, 0.783696, 0.15019, 49.0, 7
000000163949.jpg, 0.648365, 0.10139, 40.0, 6
000000266553.jpg, 0.571534, 0.11776, 49.0, 22
000000458100.jpg, 0.610395, 0.10413, 47.7, 8
000000449779.jpg, 0.786368, 0.11424, 45.1, 3
000000124753.jpg, 0.733975, 0.11832, 37.4, 7
000000529461.jpg, 0.908741, 0.16052, 47.5, 3
000000173577.jpg, 0.655677, 0.12360, 46.6, 4
000000310334.jpg, 0.723630, 0.11502, 43.6, 9
000000236480.jpg, 0.668908, 0.11445, 47.6, 5
000000511702.jpg, 0.545375, 0.12638, 41.5, 8
000000376240.jpg, 0.771992, 0.09050, 39.0, 3
000000289989.jpg, 0.721818, 0.11305, 49.2, 5
000000511667.jpg, 0.592385, 0.12602, 45.7, 6
000000539564.jpg, 0.677495, 0.11739, 46.5, 2
000000369483.jpg, 0.730646, 0.12390, 47.8, 3
000000138903.jpg, 0.794490, 0.11946, 45.5, 3
000000268954.jpg, 0.591589, 0.11832, 46.5, 11
000000076733.jpg, 0.632727, 0.12481, 45.0, 2
000000526996.jpg, 0.538615, 0.11679, 46.9, 4
000000330070.jpg, 0.774218, 0.11421, 45.0, 3
000000190359.jpg, 0.607214, 0.11685, 46.1, 3
000000294542.jpg, 0.555876, 0.12161, 47.4, 14
000000114809.jpg, 0.441018, 0.12182, 46.4, 6
000000062607.jpg, 0.648261, 0.15315, 49.4, 16
000000509778.jpg, 0.602167, 0.11570, 48.7, 4
000000005082.jpg, 0.691992, 0.11894, 44.0, 14
000000566238.jpg, 0.329285, 0.12114, 48.2, 3
000000295366.jpg, 0.496872, 0.12794, 41.0, 2
000000303840.jpg, 0.745624, 0.11881, 43.7, 2
000000141363.jpg, 0.446355, 0.09489, 41.1, 6
000000042930.jpg, 0.420569, 0.11500, 48.5, 1
000000356640.jpg, 0.672850, 0.11879, 46.7, 8
000000123569.jpg, 0.892922, 0.12376, 41.7, 6
000000233725.jpg, 0.816751, 0.12313, 49.8, 4
000000249383.jpg, 0.608334, 0.11591, 45.4, 20
000000195001.jpg, 0.700567, 0.12444, 42.7, 7
000000270317.jpg, 0.670222, 0.15889, 43.9, 2
000000063925.jpg, 0.597160, 0.12611, 42.3, 25
